iteration,ema_vs_gt_iou,sam_vs_gt_iou,pl_vs_gt_iou,ema_vs_pl_iou,sam_vs_pl_iou
91.0,0.057926829555510116,4.4822949348058134e-11,3.2133676082219255e-10,0.8811040340063379,0.13148382436600922
92.0,0.7861020632072725,0.03408880670517628,0.847437425688394,0.8665943602314595,0.03760407034978704
93.0,0.7387480601455002,0.05224908204359513,0.6077048292958737,0.7379855169598516,0.04245466577000333
94.0,0.5566820278540636,3.254149039920138e-11,4.945598414962612e-10,0.35283194087612263,0.026418421710366655
95.0,2.027986209282501e-10,0.015567087460661906,4.5454543388429843e-08,2.037074760228748e-10,7.418397620609496e-10
96.0,0.9053833605391729,0.14747867726627328,0.4940753562116795,0.49329514392744495,0.1832304681865654
97.0,0.9283569283876633,0.11158077005950393,0.9224062772788115,0.9501300954249219,0.11241910008090408
98.0,0.2610030713807543,0.017750937894186317,0.38658147030183015,0.05081081183696128,0.011919196563521329
99.0,0.9154418436008996,0.4023705072421788,0.8826623141308193,0.9330834114464699,0.39094777567574873
100.0,0.9414004914076903,0.0035951628989106883,0.4182204981331222,0.43724033747485325,0.0040519641508180645
101.0,0.8764478764796788,0.13266456270165822,0.8515815085559391,0.8491311216826932,0.12377298886292176
102.0,0.8999549347003358,0.09009360378358061,0.9190832554167058,0.9263888889229682,0.08771017511320375
103.0,5.704506556928404e-10,3.2354083084238576e-11,6.086427263489697e-10,0.9339407745250907,0.053157758539758064
104.0,0.04592721053212546,0.10918724580289647,0.01819757450762775,1.3513513330898468e-08,0.001986943040780874
105.0,0.060773485852080186,0.005347593631242217,5.5248618479289396e-09,9.090908264462886e-08,4.878286745456935e-11
106.0,0.6941479574184218,0.10033406730315336,0.4754953077944056,0.6227293900220171,0.05938260344208552
107.0,0.8995713411207681,0.15263317501502915,0.8898678414443462,0.9305381727376288,0.15091478827701835
108.0,0.872268004322417,0.16900649661958467,0.8232689924166338,0.8943042813657676,0.1541612422076601
109.0,0.76911764722859,0.05690444150433893,0.6266416512653898,0.7581699348161438,0.07132340917872712
110.0,1.0,8.361204006386952e-10,1.0,1.0,8.361204006386952e-10
111.0,0.897214716285885,0.06789312311088062,0.7803474368772944,0.824643493780677,0.05267469736163259
112.0,0.8588650397149566,0.25788650789764156,0.7699234579363765,0.826704999229084,0.2507534083113727
113.0,0.6775872628053927,0.08761539319631811,0.669177652332336,0.9293148309066285,0.05965332074623262
114.0,0.7698989036352131,0.28020770924304933,0.8953222113354069,0.8145772595022482,0.29187855599960333
115.0,0.9326106065242864,0.26164274328057074,0.9415274463181601,0.9433343274848391,0.2561647115748013
116.0,0.9243666170036575,0.21207929924925273,0.918181818197314,0.9566468444357095,0.2101303068848201
117.0,0.8578856153128747,0.0995516938993598,0.37624330539857626,0.3934744611781949,0.2320694592328052
118.0,4.909180164502121e-10,1.0217635638069108e-10,1.0,4.909180164502121e-10,1.0217635638069108e-10
119.0,0.8022222224419753,0.020193544805610742,0.7976190478599773,0.850877193145968,0.02203949211215418
120.0,0.8874458879331347,0.01663005969433401,0.9004524891382241,0.8227848108743256,0.016316284984600228
121.0,0.9204332430909324,0.303452155009249,0.8970993013133391,0.931872423533983,0.3074329172544531
122.0,0.9132475397557536,0.23596066684965966,0.8859506574256241,0.9104281969253673,0.2542535622669949
123.0,0.7253940456303348,0.08313379231206473,0.6947082769013879,0.9099162011487723,0.10311553281583141
124.0,0.8316532258913039,0.05282982733575415,0.8298192771938658,0.8704052781006574,0.06088202518513352
125.0,0.20657995470039786,0.007759680418772801,0.005729693627998082,0.014413519376534036,0.045260035203978366
126.0,0.8965986395261234,0.07905874391518207,0.7661454794247822,0.823738450729397,0.06659142217457159
127.0,0.8448630137517592,0.07444668010747246,0.894297130441592,0.8424772804299976,0.07692083396772355
128.0,0.5686218680043787,0.0972925277900296,0.5465679294939995,0.9027347054122541,0.15487855853086524
129.0,0.9097147759147084,0.25771707086721724,0.8815649585622869,0.9038541235176432,0.2747457729541642
130.0,1.0,5.5263885048064995e-11,1.0,1.0,5.5263885048064995e-11
131.0,0.883184079625237,0.0853283911984227,0.8227638917945126,0.8576771244841727,0.08285252714098898
132.0,1.0,1.562499975585938e-08,1.0,1.0,1.562499975585938e-08
133.0,1.0,1.3000520019110697e-10,1.0,1.0,1.3000520019110697e-10
134.0,0.8672587614336872,0.07347968955314636,0.2297930497403762,0.23895946778807028,0.12554508753025329
135.0,1.0,3.756574003096704e-10,1.0,1.0,3.756574003096704e-10
136.0,2.0366598736524238e-09,2.2908982611557376e-11,7.042253471533426e-09,0.04975124535696311,0.0025640438862992135
137.0,0.638542665457614,0.09350247158913993,0.40125582349579586,0.5586152636877484,0.0657171414584671
138.0,0.7718405428974158,0.0796468423351353,0.7410278496293345,0.9284707540773535,0.0613728505740861
139.0,0.860983455914296,0.20581340839159554,0.7660133843771477,0.8011129930314267,0.20317690407663364
140.0,0.8516388730007827,0.06631116180630502,0.7537268934086304,0.8100946373437888,0.052665879228843394
141.0,0.91744680852469,0.2822443401948201,0.908805579789223,0.9224697421640994,0.27559341405102616
142.0,0.8379380054454386,0.19011379291221903,0.823257468057163,0.8482328482854355,0.18134377044420208
143.0,0.8316993466802298,0.017170260605078296,0.880294659520636,0.8357963877901537,0.016660520967561914
144.0,1.0,3.5223670294038864e-10,1.0,1.0,3.5223670294038864e-10
145.0,0.9399837794241752,0.19863469870141234,0.9347558473800756,0.9572436695901853,0.19338719087254208
146.0,0.7761240310771709,0.09064644279195931,0.6942820013988688,0.8091517857852858,0.07873060237262886
147.0,0.9221843003590023,0.17220505973231173,0.9115323854860002,0.8769497400613193,0.18132097531808114
148.0,0.7092838197057603,0.06219732223615054,0.25839416080046884,0.39939610227850786,0.07582889894208816
149.0,0.9266832917797153,0.18625692537820332,0.5834937749218979,0.5961147791269534,0.21287731808812538
150.0,0.3483318030767274,0.05003220961777831,0.34501676338158593,0.9261538462106509,0.058986521436200326
151.0,0.9107203246835576,0.07686462147264664,0.8913649025447894,0.890467937646285,0.0735841606759481
152.0,0.830133657392434,0.09757820783068735,0.6271794872750822,0.6618294895926847,0.10591579471426564
153.0,1.5723270415529449e-09,1.1702750144914833e-10,1.742160275710522e-09,0.87306501567637,0.06717378594883865
154.0,0.5063636368123966,0.03659460828479575,0.2775119622986348,0.5012755108402098,0.02026587677840236
155.0,0.9271479185280895,0.33473186365590574,0.9232942199210573,0.9614781635024685,0.3398473282946682
156.0,0.8641241855377302,0.1373685590534104,0.5951272926916059,0.6492131196280022,0.1933755336613168
157.0,0.7305825245988076,0.1299464318075088,0.5298602293140277,0.6183206112697395,0.07281890874646872
158.0,0.8997341435751698,0.08004409362491842,0.31624157535136227,0.32610379559435787,0.10484357497609051
159.0,0.8626064599288757,0.14789801583299572,0.8560482556478565,0.9352697095543121,0.14991491035083349
160.0,0.8591338975315411,0.027891106037093275,0.33507853437954,0.34273549795490393,0.025897108387492852
161.0,0.915163934443614,0.10199262326596814,0.7178431776666303,0.7590085399377194,0.08389859156994031
162.0,0.6512378905799376,0.07352079680984956,0.6613995489148989,0.906116643092295,0.06288132266651433
163.0,0.9287925698798991,0.01119081782599746,0.7522388067097349,0.7937500006445313,0.009650570459580591
164.0,0.86648365363951,0.1505318265269016,0.5513111039897521,0.5617510785170552,0.24639428075787048
165.0,9.615384522928995e-09,0.005724869562455808,9.615384522928995e-09,1.0,5.613247263226873e-11
166.0,0.84870237446234,0.1309683928101069,0.8224400872426797,0.883157894798338,0.1494330114112194
167.0,0.8358974359575467,0.1266840384139999,0.8646472393157028,0.934719183101853,0.14292842495188066
168.0,0.9362179967156433,0.10643474035358018,0.33196284462738496,0.3559865608802708,0.14014998797353842
169.0,0.8024291499575472,0.03886358549097053,0.7891268535509662,0.8664323375514653,0.03858400453123866
170.0,1.0,1.7979144189503928e-10,1.0298661163441131e-09,1.0298661163441131e-09,0.1745774902598746
171.0,0.9648950131348769,0.16793078267498562,0.964204360571362,0.9800065552343472,0.1709180807298057
172.0,0.8315460232726661,0.12804557137153508,0.7977408355077278,0.9192083818581586,0.13048867406865333
173.0,0.9019005567381551,0.5254264564142567,0.9123097932196342,0.9530771510468165,0.5233649874175994
174.0,0.9607127522584036,0.08175716904284087,0.8145846958998709,0.8167420814677072,0.0909405855235172
175.0,0.31590214077738493,0.09066366708253482,0.3174326467008823,0.942563945482836,0.2767482754282543
176.0,0.8942189422327925,0.06772682991081659,0.8459850812435346,0.8013002845179601,0.062283845844737354
177.0,3.1055900524671115e-09,0.007719601097820301,2.680965140265509e-09,1.9607842752787398e-08,0.0012226697592725674
178.0,0.8980139560032181,0.12234179739930268,0.8270175438899969,0.8815106497437784,0.12095828055936557
179.0,0.928943937433954,0.3330761515829738,0.748962202370775,0.7735686612626842,0.2843250753041348
180.0,0.96047197640701,0.11520308041763737,0.6865315852672033,0.694747867769752,0.11966111195073091
181.0,0.924165824090271,0.1079371316656999,0.7209162146712127,0.7470101196727966,0.11196591316084878
182.0,0.8592865232561476,0.10801630437812444,0.835005574181994,0.9312018270250637,0.11523430865819709
183.0,0.9218516675157163,0.1333452658266209,0.9410112359701197,0.9495861550164068,0.13569944849453122
184.0,0.891457680293316,0.23691099484122924,0.9040097205735076,0.9333874898727101,0.23401676606059824
185.0,1.0,3.2776138960086483e-10,1.0,1.0,3.2776138960086483e-10
186.0,0.8695652174110642,0.117012089852379,0.37260273982713893,0.3735370612201662,0.11608633098612453
187.0,0.9509859155205713,0.05094176811227001,0.7039223957385398,0.7196458685836232,0.06927128279616535
188.0,0.8960488384100307,0.2174187690308572,0.8816507503612465,0.9242264416448266,0.21361148571374589
189.0,0.9034074502016449,0.013091496323045891,0.5789898175643724,0.6068726356024724,0.10337165207681406
190.0,0.7863841612412699,0.09432571853376215,0.8500376790316362,0.8123958681064992,0.10657986328024485
191.0,0.8589796765412776,0.064566712542928,0.8610773593110258,0.9282886053989051,0.06178477115256974
192.0,0.8865757358491083,0.11229618050278377,0.876298622885649,0.942169907896067,0.10430338744158442
193.0,4.950495024997549e-09,1.9116803666771782e-10,5.154639148687427e-09,0.922330097464417,0.037086599304705294
194.0,0.9153689912556744,0.05351338805705335,0.8766737139699269,0.8817733990979779,0.04853015225033774
195.0,0.883198562496317,0.2670619402968258,0.8338448049829703,0.9350336862680301,0.25387350784177376
196.0,0.817827948689051,0.236214357124574,0.9265413205393348,0.8623888674671863,0.2523571825565882
197.0,0.8464844949811223,0.048220348718261155,0.32464607486337,0.3498801782437932,0.04182727798565458
198.0,0.8624787776124824,0.33035444723565277,0.8268804366660617,0.9099613331044077,0.30573830413585906
199.0,0.704061895742062,0.06030368767263642,0.6826923078957101,0.9384885765039643,0.04315071198504514
200.0,0.8782650371727138,0.11819505980705847,0.7553366174629751,0.7869751908905116,0.1079005676053085
201.0,0.37454808432787556,0.03769782031668425,0.16800612354840946,0.4309210528395757,0.1870664578811765
202.0,0.8578327216671979,0.6055879560826266,0.8862262971570924,0.8535745047513088,0.6206943499237104
203.0,0.7591776799532518,0.0782836554483434,0.9115233678517576,0.7677119629013612,0.08107303423702406
204.0,0.9335708831932882,0.19841184101132173,0.9144452907046343,0.9483070561002049,0.2011291461266419
205.0,0.8518518519046112,0.017134454350197094,0.2230652506741027,0.23052959531521433,0.0035047516680088713
206.0,0.8770964360909076,0.07701883401929462,0.6059490086102127,0.5898641589368171,0.05296791014250195
207.0,0.06863468703421793,0.00831776270216878,0.01056489887654918,0.24210303174854717,0.27387767404194774
208.0,0.9251861267613608,0.16997792497300127,0.8744916820934396,0.8923414366857354,0.1683063469574262
209.0,0.6267100979630552,0.032389947103844643,0.7163173654817984,0.6896551726048922,0.04025101422920097
210.0,0.9468123861760246,0.11387339836048387,0.9110320285014121,0.9329729729971269,0.11472478825444958
211.0,0.7696862049231242,0.07266626170636506,0.6744588745528257,0.7920792079894128,0.07652640266747623
212.0,5.813953454570038e-09,4.167361226697476e-11,1.0,5.813953454570038e-09,4.167361226697476e-11
213.0,0.37767722492377764,0.14338162989947015,0.08531383330733887,0.22677395813696125,0.0236386661725314
214.0,0.9276443867853198,0.2261165784083182,0.8752052545565828,0.9106164383867752,0.20317605051263762
215.0,0.9504532666535709,0.34552845533042276,0.6032608696286347,0.6011651709020366,0.2962849248314181
216.0,0.9121621621859021,0.09463597190137683,0.8069139966815868,0.8169971671906524,0.08132212568510265
217.0,1.0,5.875440654597273e-10,1.0,1.0,5.875440654597273e-10
218.0,0.789473684265928,0.16896871763012672,0.7391739675246123,0.8683494184933558,0.21017856172062585
219.0,0.9234562607368233,0.12182614482975314,0.8416833667687188,0.8414580588841769,0.10631570190812649
220.0,0.9511721907920497,5.867855885115136e-11,0.02531857829890701,0.02473787696187125,8.905512511451997e-11
221.0,0.852915578806813,0.10192372598373527,0.8565463764221454,0.9436358005749037,0.10342839705980439
222.0,0.7930283225045041,0.05575105226468809,0.5565674257244948,0.5591823278736623,0.06114978830613831
223.0,0.941741217555806,0.13103098021895168,0.9319290465782862,0.9339061467429156,0.1278204477114306
224.0,2.394636014752242e-10,4.2353140483573196e-11,2.0408162848813002e-08,2.366863904765239e-10,0.0020753039260482274
225.0,0.48714069607045674,0.12084720555919479,0.4455445546269974,0.8944187700339784,0.1848365441342063
226.0,0.660545353555623,0.19535475672997857,0.621714285930449,0.889477668516671,0.20082037272247133
227.0,1.0,5.1794685862547534e-11,1.4005602221280668e-09,1.4005602221280668e-09,0.03676660975419364
228.0,0.9230330673186813,0.07567635750295287,0.6845794393997293,0.6892086332425859,0.10139546798736426
229.0,0.9125874126109232,0.13460283337295648,0.811131151813674,0.8355660625596096,0.13279445730820652
230.0,4.4326241115103615e-10,8.15062352203516e-11,4.5289855051952057e-10,0.8235294118367936,0.17958119455882168
231.0,0.8970443350260865,0.08493746123104154,0.8343434344270992,0.8788673309497287,0.07471902629493497
232.0,0.6748554914469453,0.025275305822045784,0.2335600909926077,0.4523809525726958,0.05943052883496337
233.0,0.9419402253868275,0.10606999074380341,0.7279741165097096,0.7381790744796053,0.10892909375720013
234.0,0.8921745402286018,0.18505134354771008,0.7030414747091167,0.7495201535989404,0.14130591114837818
235.0,0.9560975609853443,0.16846444259309407,0.8187345620713026,0.8286580743311869,0.20014637343707306
236.0,0.8082838640301829,0.07922820395048936,0.5639335256745044,0.6673107891034926,0.031029767590668465
237.0,0.7961937716615581,0.17645853961094943,0.753949937909826,0.8644795938557939,0.15540285177270563
238.0,1.4771048722642468e-09,4.805382025562046e-10,1.0,1.4771048722642468e-09,4.805382025562046e-10
239.0,2.2321428521603954e-09,0.013884228229283379,1.4880952358808107e-09,4.4642856943558675e-09,0.009442313408530021
240.0,0.8623751387856547,0.1006387091730129,0.4270045386862699,0.44694156743268676,0.20973275171700764
241.0,0.894882982984973,0.1687631027834547,0.5633986929531377,0.5926435202500366,0.1626814389479923
242.0,0.869917923280214,0.19707565167782187,0.1594230956190666,0.12630275522378467,0.24928236905132461
243.0,1.7331022500292855e-09,4.319654427459194e-11,1.4450867031140364e-09,0.6186224494660428,0.02980304081592074
244.0,7.513148003371038e-10,0.030164888504841662,6.027727543081538e-10,3.0487804785098155e-09,0.016473306262042423
245.0,0.7149321273417825,0.010403578453776862,0.11201298773375568,0.11396743863413243,0.024023722193696945
246.0,0.28079178911994435,0.043135095491779775,0.6106623589574617,0.3989918575420738,0.04836637302457938
247.0,0.9023218575641939,0.07452971041657035,0.8165905633054866,0.8875936720336439,0.06802030462418511
248.0,0.9153404067384305,0.2963765662515153,0.9040632054392633,0.9390555943384378,0.27452574530660395
249.0,0.9146431199725374,0.09196639358797505,0.8464639062490055,0.8913627639572503,0.08268796669273526
250.0,2.1321961575006477e-09,6.524434004924353e-11,1.0,2.1321961575006477e-09,6.524434004924353e-11
251.0,0.8516961032095048,0.10751597528121459,0.8022598870588485,0.895861879995653,0.11859017727240595
252.0,0.9114055599087021,0.14183225185837603,0.9015132085402634,0.9792679805530412,0.15698682039591363
253.0,0.7466442957271069,0.04042881811207152,0.8213592236478462,0.8271812083436557,0.04478967938177617
254.0,0.7618851616048805,0.1650559410047297,0.7663841224382087,0.9686702251175052,0.1710856034608728
255.0,0.816151202854438,0.07278538817019245,0.5998796632973046,0.6631578949584487,0.04614750725421657
256.0,1.0,2.3041474601286924e-09,1.0,1.0,2.3041474601286924e-09
257.0,0.9418159357700042,0.1909594096296363,0.49650171740281107,0.5000620424990616,0.2094879983924236
258.0,0.8948148148667581,0.16228452035849866,0.919273461191083,0.9209621993515159,0.16890127118501644
259.0,0.31592039886079554,0.011959131832385747,1.818181814876033e-09,0.3647642687782081,0.013936626064601129
260.0,0.8373173971863762,0.03711264214121764,0.5159500696838071,0.5664179107713299,0.021446043602552874
261.0,0.4589774084911089,0.03108737338872313,1.915708808590596e-09,1.1890606406788814e-09,0.004656258627454378
262.0,0.8211163416675371,0.15161212125325516,0.6078903056031054,0.6400778210992027,0.13012729848807197
263.0,0.09646302347645978,0.0017241379788446292,1.2019230754784579e-09,0.7320410493363272,0.03200308468131853
264.0,0.6890625002429198,0.059364548544138564,0.1466552322927485,0.17334669421508347,0.00905379950758563
265.0,0.9269332251010892,0.4561522774151547,0.9093705146792351,0.9405857740710072,0.44452048103973796
266.0,0.9265706282659922,0.13236115769548662,0.703465449324867,0.706110770548516,0.09678951635707089
267.0,0.4707846419519455,0.012176308567157677,0.3447712429007006,0.744680851607062,0.010495867795854107
268.0,0.8790660225637575,0.23223143778593472,0.7655581166009947,0.8259892863615018,0.18996344567744902
269.0,0.8759732029918571,0.25476012697149714,0.8588171655501592,0.9456217513103515,0.22597814925642087
270.0,0.9114490161793836,0.052344709106194716,0.8968325792788845,0.9590865842444465,0.04959693280330334
271.0,0.9343317972728503,0.04749854569379004,0.9449594438325843,0.9596590909320118,0.050145433419134806
272.0,1.0,1.6806722660829037e-09,1.0,1.0,1.6806722660829037e-09
273.0,0.707911305856033,0.06666048010805925,0.6656944952002573,0.5265097818183981,0.05758404883927465
274.0,0.9021451660395587,0.144575783056985,0.36869894407564263,0.3888450926893136,0.14688002239022852
275.0,0.48046462540630164,0.24675324695704728,0.0655913988542028,0.04124801742927127,0.02028123336390448
276.0,0.633496846788019,0.03765381107710536,0.7334450966190736,0.6705801107247374,0.04561725165681783
277.0,0.9394481887174128,0.16682712147953846,0.7547753708510537,0.7648719289320574,0.19777633098623848
278.0,0.7558880577013333,0.1048350518851914,0.7517492304081306,0.9456671251906235,0.08420511582862052
279.0,1.0,2.0300446605704333e-10,1.0,1.0,2.0300446605704333e-10
280.0,4.115226320513472e-09,0.006089248431969042,4.115226320513472e-09,1.0,4.5668356393767715e-11
281.0,1.0,4.937052579366228e-11,2.716653082663229e-10,2.716653082663229e-10,0.18173290549584137
282.0,0.7972972974026521,0.05068291789518335,0.7871889889956649,0.9421828908895676,0.04932694083688835
283.0,1.0,4.008016031903486e-11,1.0,1.0,4.008016031903486e-11
